ID,Latitude,Longitude,Block,Level,Parent,State,Details
87,-37.815387,144.968815,1,2,1,VIC,161 Collins St Carpark MELBOURNE
88,-37.81751,144.959237,1,2,1,VIC,Vodafone Microcell Cnr Collins & William Streets MELBOURNE
89,-37.814257,144.96337,1,1,1,VIC,NEW PROXY
90,-37.809041,144.971828,1,2,1,VIC,Level 33 Casselden Place 235 Spring Street MELBOURNE
91,-37.820744,144.955485,1,2,1,VIC,Hotham Hotel 2 Spencer St MELBOURNE
92,-37.817483,144.959445,1,2,1,VIC,Optus Site 454 Collins St MELBOURNE
93,-37.812934,144.952075,1,2,1,VIC,Optus Site 318-326 Spencer St MELBOURNE
94,-37.812343,144.954135,1,2,1,VIC,Optus Site 450 LaTrobe St MELBOURNE
95,-37.811533,144.972614,1,2,1,VIC,Optus Site 10 Bourke St MELBOURNE
96,-37.813573,144.973404,1,2,1,VIC,Optus Site 14-16 Collins St MELBOURNE
97,-37.815793,144.958295,1,2,1,VIC,Optus Site AMP Square 121 William St MELBOURNE
98,-37.818474,144.956805,1,2,1,VIC,Optus Site 539-557 Collins St MELBOURNE
99,-37.814395,144.963537,1,2,1,VIC,S/E Cnr Bourke & Elizabeth Sts MELBOURNE
100,-37.815891,144.958861,1,2,1,VIC,140 William Street MELBOURNE
101,-37.815195,144.974409,1,2,1,VIC,Optus microcell - Cnr Spring St & Flinders St MELBOURNE
102,-37.815371,144.973076,1,2,1,VIC,8 Exhibition St MELBOURNE
103,-37.818151,144.96081,1,2,1,VIC,BTS Site 38465D Treasure Funds House 50 Market Street MELBOURNE
104,-37.814905,144.954913,1,2,1,VIC,225 King Street MELBOURNE
105,-37.812379,144.956402,1,2,1,VIC,Upper Flagstaff Station MELBOURNE
106,-37.816822,144.963209,1,2,1,VIC,333 Collins Street MELBOURNE
107,-37.815309,144.969476,1,2,1,VIC,Hyatt Hotel 123 Collins St MELBOURNE
108,-37.809356,144.970729,1,2,1,VIC,50 Lonsdale St MELBOURNE
109,-37.811313,144.972958,1,2,1,VIC,Parliament Underground Station MELBOURNE
110,-37.810641,144.970534,1,2,1,VIC,222 Exhibition St MELBOURNE
111,-37.810911,144.96269,1,2,1,VIC,cnr Elizabeth & La Trobe Streets MELBOURNE
112,-37.810065,144.963281,1,2,1,VIC,Optus/Vodafone Site 6/211 La Trobe St MELBOURNE
113,-37.811398,144.972672,1,2,1,VIC,20-30 Bourke St MELBOURNE
114,-37.816891,144.961957,1,2,1,VIC,Optus/Telstra Site cnr Collins & Queen Sts MELBOURNE
115,-37.813545,144.971705,1,2,1,VIC,Optus/Telstra Site cnr Collins & Exhibition Sts MELBOURNE
116,-37.814265,144.971685,1,2,1,VIC,CMTS Site Penthouse 71 Collins St MELBOURNE
117,-37.814484,144.9635,1,2,1,VIC,Optus/Vodafone Site 341-357 Bourke St MELBOURNE
118,-37.813167,144.965468,1,2,1,VIC,Vodafone Site 195 Swanston St MELBOURNE
119,-37.81922,144.958485,1,2,1,VIC,452-470 Flinders Street MELBOURNE
120,-37.815858,144.954818,1,2,1,VIC,Citipower House 628 Bourke Street MELBOURNE
121,-37.816217,144.970928,1,2,1,VIC,Wilson Parking 114 Flinders Street MELBOURNE
122,-37.810269,144.969863,1,2,1,VIC,Optus Minicell SE Cnr Exhibition St and Lonsdale St MELBOURNE
123,-37.819101,144.954229,1,2,1,VIC,Optus Minicell NE Cnr Spencer St and Collins St MELBOURNE
124,-37.811022,144.959234,1,2,1,VIC,Optus Minicell SE Cnr Queen St and Latrobe St MELBOURNE
125,-37.81215,144.961955,1,2,1,VIC,Optus Rooftop Site Mitchell House 283 Elizabeth Street MELBOURNE
126,-37.816496,144.96509,1,2,1,VIC,Customer Site 271 Collins Street MELBOURNE
127,-37.815296,144.958369,1,2,1,VIC,Optus Rooftop Site 520 Bourke Street MELBOURNE
128,-37.81631,144.964351,1,2,1,VIC,Optus Rooftop Site 287 Collins Street MELBOURNE
129,-37.817386,144.96123,1,2,1,VIC,Telstra IBC 401 Collins St MELBOURNE
130,-37.813175,144.952919,1,2,1,VIC,Vodafone Site Building C William Angliss Institute 555 La Trobe Street MELBOURNE VIC 3000
